Estimates,Q2 1961,Q3 1961,Q4 1961,Q1 1962,Q2 1962,Q3 1962,Q4 1962,Q1 1963,Q2 1963,Q3 1963,Q4 1963,Q1 1964,Q2 1964,Q3 1964,Q4 1964,Q1 1965,Q2 1965,Q3 1965,Q4 1965,Q1 1966,Q2 1966,Q3 1966,Q4 1966,Q1 1967,Q2 1967,Q3 1967,Q4 1967,Q1 1968,Q2 1968,Q3 1968,Q4 1968,Q1 1969,Q2 1969,Q3 1969,Q4 1969,Q1 1970,Q2 1970,Q3 1970,Q4 1970,Q1 1971,Q2 1971,Q3 1971,Q4 1971,Q1 1972,Q2 1972,Q3 1972,Q4 1972,Q1 1973,Q2 1973,Q3 1973,Q4 1973,Q1 1974,Q2 1974,Q3 1974,Q4 1974,Q1 1975,Q2 1975,Q3 1975,Q4 1975,Q1 1976,Q2 1976,Q3 1976,Q4 1976,Q1 1977,Q2 1977,Q3 1977,Q4 1977,Q1 1978,Q2 1978,Q3 1978,Q4 1978,Q1 1979,Q2 1979,Q3 1979,Q4 1979,Q1 1980,Q2 1980,Q3 1980,Q4 1980,Q1 1981,Q2 1981,Q3 1981,Q4 1981,Q1 1982,Q2 1982,Q3 1982,Q4 1982,Q1 1983,Q2 1983,Q3 1983,Q4 1983,Q1 1984,Q2 1984,Q3 1984,Q4 1984,Q1 1985,Q2 1985,Q3 1985,Q4 1985,Q1 1986,Q2 1986,Q3 1986,Q4 1986,Q1 1987,Q2 1987,Q3 1987,Q4 1987,Q1 1988,Q2 1988,Q3 1988,Q4 1988,Q1 1989,Q2 1989,Q3 1989,Q4 1989,Q1 1990,Q2 1990,Q3 1990,Q4 1990,Q1 1991,Q2 1991,Q3 1991,Q4 1991,Q1 1992,Q2 1992,Q3 1992,Q4 1992,Q1 1993,Q2 1993,Q3 1993,Q4 1993,Q1 1994,Q2 1994,Q3 1994,Q4 1994,Q1 1995,Q2 1995,Q3 1995,Q4 1995,Q1 1996,Q2 1996,Q3 1996,Q4 1996,Q1 1997,Q2 1997,Q3 1997,Q4 1997,Q1 1998,Q2 1998,Q3 1998,Q4 1998,Q1 1999,Q2 1999,Q3 1999,Q4 1999,Q1 2000,Q2 2000,Q3 2000,Q4 2000,Q1 2001,Q2 2001,Q3 2001,Q4 2001,Q1 2002,Q2 2002,Q3 2002,Q4 2002,Q1 2003,Q2 2003,Q3 2003,Q4 2003,Q1 2004,Q2 2004,Q3 2004,Q4 2004,Q1 2005,Q2 2005,Q3 2005,Q4 2005,Q1 2006,Q2 2006,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Q4 2023,Q1 2024,Q2 2024,Q3 2024,Q4 2024,Q1 2025,Q2 2025
Gross domestic product at market prices,2.532,2.433,1.361,2.661,0.795,1.279,1.962,0.634,1.454,0.76,3.129,2.503,0.375,1.067,0.502,3.181,0.916,1.396,2.451,1.946,2.159,-0.048,1.239,-0.225,2.083,0.315,0.436,0.852,2.688,1.393,1.385,1.369,0.411,1.109,1.413,0.618,0.008,1.035,0.152,-0.514,2.92,2.764,1.093,-0.335,2.835,0.297,2.349,2.567,0.954,0.465,1.844,0.828,1.026,0.019,-0.521,-0.545,1.283,1.919,1.157,1.743,2.156,0.462,0.162,1.534,0.51,0.588,1.585,0.864,0.681,0.933,0.948,0.798,1.327,0.733,0.671,0.694,-0.044,-0.083,1.384,2.154,1.093,-0.899,-0.46,-1.144,-1.151,-0.887,-0.923,1.634,1.973,1.123,1.243,1.732,1.941,0.43,1.561,1.536,0.322,1.269,1.525,-0.051,0.575,0.126,-0.724,2.311,1.281,1.528,1.292,1.457,0.887,0.015,0.686,1.155,0.389,0.361,-0.199,0.962,-0.401,-0.717,-0.89,-1.439,0.48,0.133,0.176,0.071,0.114,0.542,0.57,0.635,0.911,0.956,0.428,1.474,1.46,1.282,0.726,0.919,0.042,0.132,0.404,0.145,0.712,0.84,0.792,1.34,1.125,1.186,0.966,1.412,0.053,0.911,1.355,1.806,0.825,1.567,1.401,1.566,1.177,1.025,0.198,0.563,0.314,-0.07,0.6,1.462,0.591,0.865,0.549,0.556,-0.145,0.374,0.687,0.727,1.185,1.182,0.722,0.35,0.723,1.212,0.993,0.812,0.05,0.282,0.398,0.638,0.966,0.375,0.131,0.075,0.364,0.822,-1.16,-2.257,-1.079,0.447,1.162,1.212,0.524,0.7,1.122,0.762,0.182,1.368,0.795,0.063,0.325,0.137,0.206,0.895,0.576,0.822,1.047,0.169,0.912,0.959,0.691,-0.557,-0.273,0.358,0.066,0.592,-0.498,1.038,0.561,1.258,1.053,0.031,0.507,1.163,0.78,0.504,0.236,0.241,1.095,0.28,0.286,-1.95,-11,9.084,1.878,1.704,-0.117,2.015,1.79,0.853,0.938,0.605,-0.143,0.967,0.207,-0.138,0.175,0.532,0.631,0.596,0.51,0.504,-0.398
